,hhid,clust,province,district,ur,pid,s10aq1,s10aq2,s10aq3,s10aq4,s10aq6,s10aq7,s10aq8,s10aq9,strata_id,weight,quintile,pov_jan,poverty,epov_jan
143,300109.0,10013.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,"Yes, all",111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
144,300110.0,10013.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,195.74358974358975,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
145,300111.0,10013.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, all",111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
146,300112.0,10013.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,No,111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
147,300112.0,10013.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Tontine (community),Business expansion,None,No,111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
148,300112.0,10013.0,City of Kigali,Nyarugenge,Urban,3.0,No,,Yes,3.0,Tontine (community),Business expansion,None,No,111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
149,300113.0,10013.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, all",111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
150,300114.0,10013.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,4.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
151,300114.0,10013.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Education,None,"Yes, part",111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
152,300114.0,10013.0,City of Kigali,Nyarugenge,Urban,5.0,No,,Yes,2.0,Borrowed from relative,Education,None,"Yes, all",111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
153,300114.0,10013.0,City of Kigali,Nyarugenge,Urban,5.0,No,,Yes,3.0,Tontine (community),Education,None,"Yes, part",111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
154,300115.0,10013.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
155,300116.0,10013.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
156,300117.0,10014.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,161.5940178314639,Upper,Non Poor,Non Poor,Non Extreme Poor
157,300118.0,10014.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,161.5940178314639,Upper,Non Poor,Non Poor,Non Extreme Poor
158,300119.0,10014.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,161.5940178314639,Upper,Non Poor,Non Poor,Non Extreme Poor
159,300120.0,10014.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Purchase of household items,None,No,111,161.5940178314639,Mid,Non Poor,Non Poor,Non Extreme Poor
160,300121.0,10014.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,161.5940178314639,Upper,Non Poor,Non Poor,Non Extreme Poor
161,300122.0,10014.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,161.5940178314639,Upper,Non Poor,Non Poor,Non Extreme Poor
162,300123.0,10014.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, all",111,161.5940178314639,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
163,300124.0,10014.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Tontine (community),Education,None,"Yes, all",111,161.5940178314639,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
164,300124.0,10014.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,161.5940178314639,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
165,300125.0,10014.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Food purchase,None,"Yes, all",111,161.5940178314639,Upper,Non Poor,Non Poor,Non Extreme Poor
166,300126.0,10015.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, all",112,144.26971326164875,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
167,300127.0,10015.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Commercial Bank,Home improvement,House,"Yes, all",112,144.26971326164875,Upper,Non Poor,Non Poor,Non Extreme Poor
168,300128.0,10015.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Commercial Bank,Home improvement,None,"Yes, part",112,144.26971326164875,Upper,Non Poor,Non Poor,Non Extreme Poor
169,300129.0,10015.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,144.26971326164875,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
170,300130.0,10015.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,144.26971326164875,Poor/mid,Poor,Moderately poor,Non Extreme Poor
171,300131.0,10015.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",112,144.26971326164875,Mid,Non Poor,Non Poor,Non Extreme Poor
172,300132.0,10015.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,144.26971326164875,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
173,300133.0,10015.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, all",112,144.26971326164875,Upper,Non Poor,Non Poor,Non Extreme Poor
174,300134.0,10015.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,144.26971326164875,Upper,Non Poor,Non Poor,Non Extreme Poor
175,300135.0,10016.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
176,300136.0,10016.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Commercial Bank,Business expansion,None,"Yes, part",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
177,300137.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,No,111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
178,300137.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Microfinance,Business expansion,Land,"Yes, part",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
179,300138.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Food purchase,None,"Yes, part",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
180,300138.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
181,300139.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Others (specify),None,No,111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
182,300139.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, all",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
183,300139.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,3.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
184,300140.0,10016.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
185,300141.0,10016.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Mokash,Home improvement,None,"Yes, part",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
186,300142.0,10016.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
187,300143.0,10016.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Home improvement,None,"Yes, part",111,92.10859016393442,Upper,Non Poor,Non Poor,Non Extreme Poor
188,300144.0,10017.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.97319311269203,Upper,Non Poor,Non Poor,Non Extreme Poor
189,300145.0,10017.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,111,147.97319311269203,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
190,300146.0,10017.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Institutions/Business,Business expansion,None,"Yes, part",111,147.97319311269203,Mid,Non Poor,Non Poor,Non Extreme Poor
191,300147.0,10017.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.97319311269203,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
192,300148.0,10017.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.97319311269203,Upper,Non Poor,Non Poor,Non Extreme Poor
193,300149.0,10017.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.97319311269203,Upper,Non Poor,Non Poor,Non Extreme Poor
194,300150.0,10017.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Mokash,Medical treatment,None,"Yes, part",111,147.97319311269203,Upper,Non Poor,Non Poor,Non Extreme Poor
195,300151.0,10017.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.97319311269203,Upper,Non Poor,Non Poor,Non Extreme Poor
196,300152.0,10017.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",111,147.97319311269203,Upper,Non Poor,Non Poor,Non Extreme Poor
197,300153.0,10018.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Tontine (community),Livestock purchase,None,"Yes, all",111,198.02462308249392,Upper,Non Poor,Non Poor,Non Extreme Poor
198,300154.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,111,198.02462308249392,Mid,Non Poor,Non Poor,Non Extreme Poor
199,300155.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,111,198.02462308249392,Upper,Non Poor,Non Poor,Non Extreme Poor
200,300156.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Credit cooperative,Food purchase,None,"Yes, part",111,198.02462308249392,Upper,Non Poor,Non Poor,Non Extreme Poor
201,300157.0,10018.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,111,198.02462308249392,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
202,300158.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,111,198.02462308249392,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
203,300159.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Home improvement,None,"Yes, all",111,198.02462308249392,Upper,Non Poor,Non Poor,Non Extreme Poor
204,300159.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Commercial Institutions/Business,Food purchase,None,"Yes, part",111,198.02462308249392,Upper,Non Poor,Non Poor,Non Extreme Poor
205,300159.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,3.0,Borrowed from relative,Education,None,No,111,198.02462308249392,Upper,Non Poor,Non Poor,Non Extreme Poor
206,300160.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Medical treatment,None,"Yes, all",111,198.02462308249392,Upper,Non Poor,Non Poor,Non Extreme Poor
207,300161.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, all",111,198.02462308249392,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
208,300161.0,10018.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,198.02462308249392,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
209,300162.0,10019.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Purchase of household items,None,"Yes, all",111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
210,300163.0,10019.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,198.73616995149507,Mid,Non Poor,Non Poor,Non Extreme Poor
211,300164.0,10019.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
212,300165.0,10019.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, part",111,198.73616995149507,Poor,Poor,Moderately poor,Non Extreme Poor
213,300166.0,10019.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, part",111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
214,300167.0,10019.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,"Yes, part",111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
215,300167.0,10019.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, part",111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
216,300168.0,10019.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
217,300169.0,10019.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
218,300170.0,10019.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, all",111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
219,300170.0,10019.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,No,111,198.73616995149507,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
220,300171.0,10020.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Microfinance,Business expansion,None,"Yes, part",111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
221,300171.0,10020.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
222,300171.0,10020.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,3.0,SACCOs,Agricultural equipment,Land,"Yes, part",111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
223,300171.0,10020.0,City of Kigali,Nyarugenge,Urban,3.0,No,,Yes,4.0,Commercial Bank,Business expansion,Other,"Yes, part",111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
224,300172.0,10020.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, part",111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
225,300173.0,10020.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,157.81657778655605,Mid,Non Poor,Non Poor,Non Extreme Poor
226,300174.0,10020.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Others (specify),None,No,111,157.81657778655605,Mid,Non Poor,Non Poor,Non Extreme Poor
227,300175.0,10020.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
228,300176.0,10020.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
229,300177.0,10020.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Commercial Institutions/Business,Others (specify),None,"Yes, part",111,157.81657778655605,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
230,300178.0,10020.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,157.81657778655605,Upper,Non Poor,Non Poor,Non Extreme Poor
231,300179.0,10020.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,157.81657778655605,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
232,300180.0,10021.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
233,300181.0,10021.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, all",111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
234,300182.0,10021.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,"Yes, all",111,196.50359505320677,Mid,Non Poor,Non Poor,Non Extreme Poor
235,300183.0,10021.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,111,196.50359505320677,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
236,300183.0,10021.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,111,196.50359505320677,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
237,300184.0,10021.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
238,300185.0,10021.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
239,300186.0,10021.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
240,300187.0,10021.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
241,300188.0,10021.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
242,300188.0,10021.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,No,111,196.50359505320677,Upper,Non Poor,Non Poor,Non Extreme Poor
243,300189.0,10022.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,SACCOs,Business expansion,House,"Yes, part",112,131.29412941294132,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
244,300190.0,10022.0,City of Kigali,Nyarugenge,Rural,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,112,131.29412941294132,Poor/mid,Poor,Moderately poor,Non Extreme Poor
245,300191.0,10022.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,131.29412941294132,Mid,Non Poor,Non Poor,Non Extreme Poor
246,300192.0,10022.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",112,131.29412941294132,Upper,Non Poor,Non Poor,Non Extreme Poor
247,300193.0,10022.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,131.29412941294132,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
248,300194.0,10022.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, part",112,131.29412941294132,Poor,Poor,Moderately poor,Non Extreme Poor
249,300194.0,10022.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, part",112,131.29412941294132,Poor,Poor,Moderately poor,Non Extreme Poor
250,300195.0,10022.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,112,131.29412941294132,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
251,300196.0,10022.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0, Employer loan,Food purchase,None,"Yes, part",112,131.29412941294132,Poor/mid,Poor,Moderately poor,Non Extreme Poor
252,300196.0,10022.0,City of Kigali,Nyarugenge,Rural,2.0,No,,Yes,2.0,Tontine (community),Food purchase,None,"Yes, part",112,131.29412941294132,Poor/mid,Poor,Moderately poor,Non Extreme Poor
253,300197.0,10022.0,City of Kigali,Nyarugenge,Rural,2.0,No,,Yes,1.0,Borrowed from relative,Medical treatment,None,No,112,131.29412941294132,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
254,300198.0,10023.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
255,300199.0,10023.0,City of Kigali,Nyarugenge,Urban,,Yes,Insufficient collateral,No,,,,,,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
256,300200.0,10023.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, all",111,166.86338797814207,Mid,Non Poor,Non Poor,Non Extreme Poor
257,300201.0,10023.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
258,300202.0,10023.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insufficient collateral,Yes,2.0,Borrowed from relative,Food purchase,None,No,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
259,300202.0,10023.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insufficient collateral,Yes,1.0,Tontine (community),Medical treatment,None,"Yes, all",111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
260,300203.0,10023.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Education,None,No,111,166.86338797814207,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
261,300203.0,10023.0,City of Kigali,Nyarugenge,Urban,3.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,No,111,166.86338797814207,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
262,300204.0,10023.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Business expansion,None,"Yes, part",111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
263,300205.0,10023.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
264,300206.0,10023.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Home improvement,Land,"Yes, part",111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
